,codmpio,ano,subsidiado,contributivo,especial,nacimientos,naci_bajopeso,defunciones,defun_ninez,defun_menores,TMI,sedes,prestadores,tacued,turbacued,truracued,taseo,turbaseo,truraseo,talcan,turbalcan,truralcan,uee_cm_sin,uee_resto_sin,ueetot_sin,uee_subn_sin,uee_cm_zni,uee_resto_zni,ueetot_zni,uee_cm,uee_resto,tot_uee,icee_tot,icee_cm,icee_resto,catastro,g_ures_ani,g_ures_con,g_u_tot,cob_gres_pot,cob_gres_efec
13502,27250.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13503,27250.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13504,27250.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13505,27250.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13506,27250.0,1998-01-01,5400.0,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13507,27250.0,1999-01-01,5400.0,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13508,27250.0,2000-01-01,5400.0,,,8.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13509,27250.0,2001-01-01,5400.0,,,22.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13510,27250.0,2002-01-01,5429.0,,,16.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13511,27250.0,2003-01-01,5460.0,,,28.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13512,27250.0,2004-01-01,5492.0,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13513,27250.0,2005-01-01,6678.0,,,9.0,3.0,3.0,,,45.11,,,17.35593220338983,48.63636363636364,11.872509960159363,100.0,100.0,100.0,11.05084745762712,39.54545454545455,6.055776892430279,,,,,,,,,,,,,,,,,,,
13514,27250.0,2006-01-01,6750.0,,,31.0,4.0,7.0,1.0,1.0,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13515,27250.0,2007-01-01,12009.0,,,24.0,5.0,10.0,,3.0,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13516,27250.0,2008-01-01,12068.0,,,21.0,6.0,3.0,,2.0,39.7,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,
13517,27250.0,2009-01-01,12068.0,32.0,,26.0,,8.0,,3.0,37.89,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,
13518,27250.0,2010-01-01,10799.0,50.0,,17.0,5.0,5.0,,2.0,36.09,2.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,
13519,27250.0,2011-01-01,11114.0,41.0,,10.0,1.0,6.0,1.0,,32.481,2.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,0.0,0.0,,,1745.0,152.52666618941942,1592.4733338105807,1745.0,60.90750503540039,60.90750503540039,60.90750503540039,,,,,,
13520,27250.0,2012-01-01,10749.0,53.0,,14.0,4.0,4.0,,,29.2329,1.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,250.0,2019.0,2269.0,250.0,2019.0,2269.0,77.54613494873047,93.6329574584961,75.93080139160156,,,,,,
13521,27250.0,2013-01-01,10724.0,40.0,,19.0,4.0,8.0,1.0,2.0,29.2329,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,250.0,2019.0,2269.0,250.0,2019.0,2269.0,77.54613494873047,93.6329574584961,75.93080139160156,,,,,,
13522,27250.0,2014-01-01,8454.0,39.0,66.0,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,250.0,2019.0,2269.0,250.0,2019.0,2269.0,77.54613494873047,93.6329574584961,75.93080139160156,,,,,,
13523,27250.0,2015-01-01,,54.0,76.0,,,,,,,,,100.0,100.0,100.0,,,,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,
13524,27361.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13525,27361.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13526,27361.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13527,27361.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13528,27361.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13529,27361.0,1998-01-01,7999.0,,,320.0,23.0,112.0,7.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13530,27361.0,1999-01-01,9626.0,,,332.0,22.0,120.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13531,27361.0,2000-01-01,9706.0,,,293.0,31.0,137.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13532,27361.0,2001-01-01,9594.0,,,243.0,23.0,91.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13533,27361.0,2002-01-01,7253.0,,,218.0,19.0,70.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13534,27361.0,2003-01-01,7387.0,,,234.0,25.0,63.0,5.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13535,27361.0,2004-01-01,8815.0,,,235.0,28.0,99.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13536,27361.0,2005-01-01,10980.0,,,274.0,23.0,85.0,4.0,15.0,60.9,,,10.706521739130435,5.2924791086350975,29.950495049504948,100.0,100.0,0.0,13.31521739130435,16.573816155988858,1.7326732673267329,,,,,,,,,,,,,,,,,,,
13537,27361.0,2006-01-01,11049.0,,,313.0,34.0,112.0,3.0,14.0,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13538,27361.0,2007-01-01,24486.0,,,389.0,31.0,113.0,6.0,18.0,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13539,27361.0,2008-01-01,27477.0,,,405.0,51.0,141.0,5.0,15.0,60.9,,,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,,,,,,,,,,,,,,,,,,,
13540,27361.0,2009-01-01,25836.0,3474.0,,402.0,34.0,116.0,,18.0,60.9,,,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,,,,,,,,,,,,,,,,,,,
13541,27361.0,2010-01-01,23123.0,4413.0,,410.0,40.0,88.0,,12.0,60.9,1.0,,100.0,100.0,0.0,,,,100.0,100.0,0.0,,,,,,,,,,,,,,,,,,,
13542,27361.0,2011-01-01,25369.0,4910.0,787.0,317.0,25.0,88.0,3.0,16.0,55.77797764802633,1.0,,,,,,,,,,,,,7104.0,3562.0,,,211.0,8557.626724557702,2319.373275442298,10877.0,99.2524642944336,99.2524642944336,99.2524642944336,,,,,,
13543,27361.0,2012-01-01,28276.0,5413.0,794.0,443.0,33.0,91.0,3.0,13.0,55.77797764802633,1.0,1.0,,,,,,,,,,6785.0,856.0,7641.0,25.0,0.0,211.0,211.0,6810.0,1067.0,7877.0,98.19247436523438,100.0,88.03630065917969,,,,,,
13544,27361.0,2013-01-01,28017.0,5662.0,777.0,629.0,48.0,84.0,3.0,12.0,50.2001798832237,1.0,1.0,,,,,,,,,,8132.0,878.0,9010.0,472.0,0.0,211.0,211.0,8604.0,1089.0,9693.0,98.74694061279297,100.0,89.85148620605469,,,,,,
13545,27361.0,2014-01-01,17940.0,6411.0,1211.0,,,,,,,1.0,1.0,,,,,,,,,,8500.0,1107.0,10023.0,416.0,0.0,211.0,211.0,8916.0,1318.0,10234.0,98.08319091796875,100.0,86.82476806640625,,,,,,
13546,27361.0,2015-01-01,,5816.0,1245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13547,27372.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13548,27372.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13549,27372.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13550,27372.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13551,27372.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13552,27372.0,1998-01-01,1802.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13553,27372.0,1999-01-01,1802.0,,,30.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13554,27372.0,2000-01-01,1882.0,,,12.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13555,27372.0,2001-01-01,1976.0,,,6.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13556,27372.0,2002-01-01,2031.0,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13557,27372.0,2003-01-01,2051.0,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558,27372.0,2004-01-01,2746.0,,,23.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13559,27372.0,2005-01-01,2746.0,,,11.0,1.0,,,,60.13,,,20.642978003384094,14.641744548286603,27.77777777777778,,,,2.5380710659898478,2.803738317757009,2.2222222222222223,,,,,,,,,,,,,,,,,,,
13560,27372.0,2006-01-01,2746.0,,,34.0,1.0,1.0,,,59.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13561,27372.0,2007-01-01,3746.0,,,32.0,3.0,10.0,,2.0,59.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13562,27372.0,2008-01-01,3746.0,,,44.0,3.0,12.0,1.0,,58.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13563,27372.0,2009-01-01,3501.0,27.0,,32.0,5.0,5.0,1.0,1.0,58.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13564,27372.0,2010-01-01,3496.0,36.0,,61.0,7.0,5.0,,1.0,58.18,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13565,27372.0,2011-01-01,3679.0,19.0,23.0,20.0,1.0,3.0,,1.0,52.362,2.0,,,,,100.0,100.0,0.0,,,,,,0.0,0.0,,,546.0,262.487747957993,283.512252042007,546.0,74.4884033203125,100.0,60.25608444213867,,,,,,
13566,27372.0,2012-01-01,3729.0,168.0,24.0,41.0,3.0,14.0,,3.0,52.362,1.0,,100.0,100.0,0.0,,,,100.0,100.0,0.0,0.0,0.0,0.0,0.0,353.0,810.0,1163.0,353.0,810.0,1163.0,93.79032135009766,82.09302520751953,100.0,,,,,,
13567,27372.0,2013-01-01,3846.0,64.0,25.0,18.0,,8.0,,2.0,47.1258,,,,,,84.47,99.47,0.0,,,,0.0,0.0,0.0,0.0,891.0,914.0,1805.0,891.0,914.0,1805.0,100.0,100.0,100.0,,,,,,
13568,27372.0,2014-01-01,4313.0,47.0,78.0,,,,,,,,,99.64,99.58,100.0,,,,82.68,97.36,0.0,0.0,0.0,0.0,0.0,891.0,914.0,1805.0,891.0,914.0,1805.0,98.36511993408203,100.0,96.82203674316406,,,,,,
13569,27372.0,2015-01-01,,55.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13570,27413.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13571,27413.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13572,27413.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13573,27413.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13574,27413.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13575,27413.0,1998-01-01,4647.0,,,87.0,4.0,26.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13576,27413.0,1999-01-01,5214.0,,,133.0,7.0,17.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13577,27413.0,2000-01-01,5294.0,,,150.0,7.0,22.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13578,27413.0,2001-01-01,5388.0,,,117.0,13.0,26.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13579,27413.0,2002-01-01,5421.0,,,101.0,4.0,14.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13580,27413.0,2003-01-01,5459.0,,,110.0,7.0,20.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13581,27413.0,2004-01-01,6200.0,,,136.0,4.0,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13582,27413.0,2005-01-01,6463.0,,,123.0,11.0,27.0,3.0,5.0,60.96,,,28.442437923250562,83.47457627118644,8.461538461538462,100.0,100.0,100.0,25.84650112866817,74.57627118644068,8.153846153846153,,,,,,,,,,,,,,,,,,,
13583,27413.0,2006-01-01,6212.0,,,101.0,6.0,18.0,1.0,4.0,60.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13584,27413.0,2007-01-01,10171.0,,,92.0,7.0,18.0,1.0,2.0,60.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13585,27413.0,2008-01-01,10191.0,,,89.0,5.0,23.0,1.0,3.0,60.96,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,
13586,27413.0,2009-01-01,9548.0,54.0,,88.0,4.0,24.0,3.0,2.0,60.96,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,
13587,27413.0,2010-01-01,9845.0,65.0,,99.0,10.0,17.0,,4.0,60.96,2.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,
13588,27413.0,2011-01-01,10176.0,65.0,31.0,126.0,12.0,12.0,,6.0,60.96,2.0,,100.0,100.0,100.0,73.88,99.89,9.5,100.0,100.0,100.0,,,1197.0,282.0,,,697.0,637.8381172127365,1538.1618827872635,2176.0,91.46700286865234,100.0,88.34111785888672,,,,,,
13589,27413.0,2012-01-01,10280.0,82.0,32.0,93.0,10.0,31.0,1.0,3.0,60.96,2.0,,100.0,100.0,100.0,73.88,99.89,9.5,73.88,99.89,9.5,728.0,321.0,1049.0,6.0,0.0,630.0,630.0,734.0,951.0,1685.0,69.085693359375,100.0,55.77712631225586,,,,,,
13590,27413.0,2013-01-01,10254.0,79.0,31.0,123.0,8.0,12.0,,1.0,54.864000000000004,1.0,,100.0,100.0,100.0,73.88,99.89,9.5,73.88,99.89,9.5,816.0,355.0,1171.0,20.0,0.0,650.0,650.0,836.0,1005.0,1841.0,72.30950164794922,100.0,58.77193069458008,,,,,,
13591,27413.0,2014-01-01,7903.0,85.0,65.0,,,,,,,,,100.0,100.0,100.0,73.88,99.89,9.5,73.88,99.89,9.5,807.0,340.0,1158.0,11.0,0.0,650.0,650.0,818.0,990.0,1808.0,56.641605377197266,100.0,41.7017707824707,,,,,,
13592,27413.0,2015-01-01,,117.0,68.0,,,,,,,,,100.0,100.0,100.0,,,,73.88,99.89,9.5,,,,,,,,,,,,,,,,,,,
13593,27425.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13594,27425.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13595,27425.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13596,27425.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13597,27425.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13598,27425.0,1998-01-01,0.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13599,27425.0,1999-01-01,0.0,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13600,27425.0,2000-01-01,927.0,,,12.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13601,27425.0,2001-01-01,4073.0,,,25.0,5.0,16.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13602,27425.0,2002-01-01,4125.0,,,16.0,2.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13603,27425.0,2003-01-01,4178.0,,,18.0,5.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13604,27425.0,2004-01-01,6049.0,,,24.0,2.0,13.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13605,27425.0,2005-01-01,6128.0,,,43.0,6.0,12.0,,3.0,49.29,,,3.403289846851957,0.0,3.519061583577713,99.15,100.0,98.65,0.6239364719228588,0.0,0.6451612903225806,,,,,,,,,,,,,,,,,,,
13606,27425.0,2006-01-01,6144.0,,,27.0,2.0,10.0,,2.0,48.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13607,27425.0,2007-01-01,7162.0,,,34.0,6.0,10.0,3.0,1.0,47.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13608,27425.0,2008-01-01,7187.0,,,41.0,3.0,4.0,,,46.79,,,99.15,100.0,98.65,99.15,100.0,98.65,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
13609,27425.0,2009-01-01,6746.0,6.0,,26.0,6.0,13.0,1.0,1.0,45.96,,,99.15,100.0,98.65,96.8,100.0,94.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
13610,27425.0,2010-01-01,6283.0,6.0,,43.0,4.0,9.0,,2.0,45.12,3.0,,99.32,100.0,98.88,96.92,100.0,95.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
13611,27425.0,2011-01-01,7260.0,7.0,9.0,45.0,3.0,13.0,3.0,3.0,44.418267615245256,3.0,,99.43,100.0,99.07,97.48,100.0,95.89,0.0,0.0,0.0,,,0.0,0.0,,,2980.0,108.18100809732285,2871.818991902677,2980.0,59.268096923828125,59.268096923828125,59.268096923828125,,,,,,
13612,27425.0,2012-01-01,7474.0,181.0,9.0,45.0,8.0,14.0,1.0,2.0,44.418267615245256,3.0,,100.0,100.0,100.0,97.48,100.0,95.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,1970.0,2098.0,128.0,1970.0,2098.0,40.346153259277344,65.30612182617188,39.36850357055664,,,,,,
13613,27425.0,2013-01-01,7329.0,128.0,9.0,39.0,5.0,14.0,2.0,1.0,44.418267615245256,1.0,,100.0,100.0,100.0,51.4,100.0,39.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,1970.0,2098.0,128.0,1970.0,2098.0,40.346153259277344,65.30612182617188,39.36850357055664,,,,,,
13614,27425.0,2014-01-01,4859.0,16.0,35.0,,,,,,,,,100.0,100.0,100.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,1970.0,2098.0,128.0,1970.0,2098.0,40.346153259277344,65.30612182617188,39.36850357055664,,,,,,
13615,27425.0,2015-01-01,,27.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13616,27430.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13617,27430.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13618,27430.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13619,27430.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13620,27430.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13621,27430.0,1998-01-01,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13622,27430.0,1999-01-01,0.0,,,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13623,27430.0,2000-01-01,2850.0,,,7.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13624,27430.0,2001-01-01,3198.0,,,3.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13625,27430.0,2002-01-01,3288.0,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13626,27430.0,2003-01-01,3358.0,,,13.0,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13627,27430.0,2004-01-01,4354.0,,,12.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13628,27430.0,2005-01-01,4409.0,,,14.0,1.0,10.0,,,62.59,,,22.972292191435766,0.0,23.007063572149345,0.0,0.0,0.0,0.4534005037783375,0.0,0.45408678102926336,,,,,,,,,,,,,,,,,,,
13629,27430.0,2006-01-01,4482.0,,,3.0,,2.0,1.0,,60.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13630,27430.0,2007-01-01,11477.0,,,23.0,1.0,10.0,1.0,1.0,57.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13631,27430.0,2008-01-01,11587.0,,,33.0,4.0,13.0,2.0,1.0,55.08,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
13632,27430.0,2009-01-01,10779.0,23.0,,23.0,5.0,12.0,,4.0,52.57,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
13633,27430.0,2010-01-01,10165.0,24.0,,56.0,6.0,15.0,1.0,2.0,50.07,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
13634,27430.0,2011-01-01,11042.0,30.0,9.0,39.0,7.0,9.0,1.0,1.0,50.07,3.0,,0.0,0.0,0.0,59.27,59.27,0.0,0.0,0.0,0.0,,,639.0,58.0,,,1498.0,95.33786422935708,2099.662135770643,2195.0,81.35655975341797,100.0,80.67363739013672,,,,,,
13635,27430.0,2012-01-01,11702.0,35.0,10.0,39.0,6.0,17.0,2.0,6.0,50.07,2.0,,0.0,0.0,0.0,59.27,59.27,0.0,0.0,0.0,0.0,212.0,442.0,654.0,16.0,0.0,2062.0,2062.0,228.0,2504.0,2732.0,95.3577651977539,100.0,94.95639038085938,,,,,,
13636,27430.0,2013-01-01,11137.0,92.0,10.0,47.0,3.0,15.0,2.0,2.0,45.063,,,0.0,0.0,0.0,60.47,62.46,0.0,0.0,0.0,0.0,266.0,745.0,1011.0,2.0,0.0,2062.0,2062.0,268.0,2807.0,3075.0,100.0,100.0,100.0,,,,,,
13637,27430.0,2014-01-01,7613.0,82.0,91.0,,,,,,,,,21.8,22.52,0.0,,,,0.0,0.0,0.0,266.0,741.0,1009.0,2.0,0.0,2062.0,2062.0,268.0,2803.0,3071.0,59.82855987548828,100.0,57.615623474121094,,,,,,
13638,27430.0,2015-01-01,,78.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13639,27450.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13640,27450.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13641,27450.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13642,27450.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13643,27450.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13644,27450.0,1998-01-01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13645,27450.0,1999-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13646,27450.0,2000-01-01,0.0,,,27.0,3.0,8.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13647,27450.0,2001-01-01,0.0,,,52.0,6.0,28.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13648,27450.0,2002-01-01,2770.0,,,90.0,9.0,19.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13649,27450.0,2003-01-01,2818.0,,,84.0,3.0,27.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13650,27450.0,2004-01-01,2902.0,,,150.0,10.0,38.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13651,27450.0,2005-01-01,3095.0,,,133.0,7.0,37.0,,8.0,64.1,,,27.265204799338022,45.65217391304348,26.90847743568115,100.0,100.0,0.0,16.67356226727348,34.78260869565217,16.322226908477436,,,,,,,,,,,,,,,,,,,
13652,27450.0,2006-01-01,3220.0,,,111.0,5.0,33.0,1.0,4.0,61.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13653,27450.0,2007-01-01,8805.0,,,146.0,10.0,38.0,1.0,4.0,58.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13654,27450.0,2008-01-01,8896.0,,,183.0,13.0,52.0,3.0,1.0,56.41,,,45.56,45.56,0.0,100.0,100.0,0.0,45.56,45.56,0.0,,,,,,,,,,,,,,,,,,,
13655,27450.0,2009-01-01,8273.0,62.0,,148.0,9.0,39.0,1.0,4.0,53.85,,,45.56,45.56,0.0,100.0,100.0,0.0,45.56,45.56,0.0,,,,,,,,,,,,,,,,,,,
13656,27450.0,2010-01-01,8273.0,100.0,,119.0,13.0,31.0,1.0,6.0,51.28,1.0,,45.56,45.56,0.0,100.0,100.0,100.0,45.56,45.56,0.0,,,,,,,,,,,,,,,,,,,
13657,27450.0,2011-01-01,8136.0,112.0,151.0,99.0,17.0,34.0,1.0,1.0,51.28,1.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,925.0,640.0,,,1437.0,1030.3628306700687,1971.6371693299313,3002.0,76.30909729003906,100.0,67.90232849121094,,,,,,
13658,27450.0,2012-01-01,8793.0,459.0,151.0,85.0,8.0,22.0,2.0,1.0,50.82577378901865,,,100.0,100.0,100.0,,,,100.0,100.0,100.0,853.0,102.0,955.0,2.0,0.0,1437.0,1437.0,855.0,1539.0,2394.0,59.4782600402832,59.83205032348633,59.283512115478516,,,,,,
13659,27450.0,2013-01-01,9969.0,122.0,149.0,79.0,7.0,20.0,,1.0,46.5120468905876,,,,,,99.3,100.0,0.0,,,,869.0,104.0,973.0,61.0,855.0,1539.0,2394.0,1785.0,1643.0,3428.0,77.41644287109375,100.0,62.164207458496094,,,,,,
