,codmpio,ano,subsidiado,contributivo,especial,nacimientos,naci_bajopeso,defunciones,defun_ninez,defun_menores,TMI,sedes,prestadores,tacued,turbacued,truracued,taseo,turbaseo,truraseo,talcan,turbalcan,truralcan,uee_cm_sin,uee_resto_sin,ueetot_sin,uee_subn_sin,uee_cm_zni,uee_resto_zni,ueetot_zni,uee_cm,uee_resto,tot_uee,icee_tot,icee_cm,icee_resto,catastro,g_ures_ani,g_ures_con,g_u_tot,cob_gres_pot,cob_gres_efec
0,5001.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5001.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5001.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5001.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5001.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5001.0,1998-01-01,216459.0,,,37877.0,3266.0,12139.0,113.0,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5001.0,1999-01-01,223459.0,,,38306.0,3373.0,12871.0,119.0,596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5001.0,2000-01-01,224868.0,,,36610.0,3300.0,12367.0,88.0,622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5001.0,2001-01-01,231613.0,,,35488.0,3358.0,12604.0,97.0,555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5001.0,2002-01-01,240640.0,,,33547.0,3303.0,12927.0,90.0,465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5001.0,2003-01-01,248661.0,,,34058.0,3302.0,12071.0,90.0,455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5001.0,2004-01-01,467519.0,,,33615.0,3471.0,11512.0,69.0,457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5001.0,2005-01-01,1090119.0,,,33515.0,3488.0,11238.0,66.0,412.0,14.0,,,97.4076173518713,97.71719517389222,78.50900852303376,87.56,89.22,13.02,96.80077481099202,97.34058627984285,63.84723271118783,,,,,,,,,,,,,,,,,,,
13,5001.0,2006-01-01,1072494.0,,,33655.0,3483.0,11822.0,82.0,374.0,13.94,,,,,,,,,,,,,,,,,,,,,,,,,594553.0,353077.0,160230.0,162456.0,59.385284423828125,26.949657440185547
14,5001.0,2007-01-01,872727.0,,,33781.0,3428.0,11776.0,66.0,394.0,13.87,,,,,,,,,,,,,,,,,,,,,,,,,594553.0,443241.0,211132.0,213973.0,74.55029296875,35.51104736328125
15,5001.0,2008-01-01,872727.0,,,33228.0,3578.0,12329.0,90.0,381.0,13.81,,,84.3,86.0,7.59,87.27,89.37,26.21,80.64,82.3,5.97,,,,,,,,,,,,,,1778.0,1758.0,1793.0,1845.0,98.87513732910156,100.84364318847656
16,5001.0,2009-01-01,693129.0,1535192.0,,31893.0,3560.0,13017.0,69.0,333.0,13.75,,,87.42,89.83,17.12,88.4,90.46,29.32,83.47,85.75,17.05,,,,,,,,,,,,,,594553.0,531670.0,7552.0,11933.0,89.4234848022461,1.2701979875564575
17,5001.0,2010-01-01,707128.0,1568377.0,,28587.0,3133.0,13096.0,71.0,275.0,13.69,87.0,11.0,91.93,92.95,62.83,87.5,89.24,23.86,86.27,88.54,21.22,,,,,,,,,,,,,,594553.0,547878.0,343769.0,348618.0,92.14956665039062,57.819740295410156
18,5001.0,2011-01-01,581390.0,1656522.0,25377.0,27675.0,2878.0,12472.0,50.0,260.0,13.543017103929927,87.0,11.0,91.75,92.62,59.73,87.05,88.95,24.72,86.68,88.6,16.63,,,714383.0,0.0,,,0.0,677380.0,37003.0,714383.0,100.0,100.0,100.0,594553.0,607380.0,396324.0,402396.0,102.15741729736328,66.6591567993164
19,5001.0,2012-01-01,598362.0,1669103.0,27307.0,27816.0,2899.0,12196.0,45.0,261.0,12.581929095394282,91.0,13.0,92.66,93.07,79.16,88.49,90.01,35.34,86.89,88.85,22.58,709539.0,38496.0,748035.0,0.0,0.0,0.0,0.0,709539.0,38496.0,748035.0,100.0,100.0,100.0,669933.0,645522.0,448959.0,456555.0,96.356201171875,67.01551055908203
20,5001.0,2013-01-01,601623.0,1680805.0,26689.0,27565.0,2805.0,12108.0,42.0,256.0,11.65876976905105,91.0,13.0,96.69,97.07,83.23,87.68,89.47,24.33,90.27,91.99,30.09,722320.0,39898.0,762218.0,0.0,0.0,0.0,0.0,722320.0,39898.0,762218.0,100.0,100.0,100.0,669933.0,670009.0,490371.0,498930.0,100.01134490966797,73.197021484375
21,5001.0,2014-01-01,539029.0,1725425.0,37332.0,,,,,,,97.0,13.0,94.89,95.45,75.0,89.55,91.57,23.03,91.09,92.88,27.76,765104.0,15140.0,780244.0,0.0,0.0,0.0,0.0,765104.0,15140.0,780244.0,100.0,100.0,100.0,669933.0,691858.0,521703.0,531225.0,103.27271270751953,77.87390899658203
22,5001.0,2015-01-01,,1802793.0,41855.0,,,,,,,98.0,13.0,95.81,96.52,72.28,,,,90.22,92.52,14.46,,,,,,,,,,,,,,669933.0,714450.0,547951.0,557858.0,106.6449966430664,81.79190826416016
23,5002.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,5002.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,5002.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,5002.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,5002.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,5002.0,1998-01-01,7220.0,,,456.0,51.0,142.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,5002.0,1999-01-01,7220.0,,,464.0,41.0,149.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5002.0,2000-01-01,7220.0,,,487.0,39.0,163.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,5002.0,2001-01-01,7466.0,,,432.0,45.0,181.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,5002.0,2002-01-01,7725.0,,,380.0,41.0,112.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,5002.0,2003-01-01,7961.0,,,427.0,41.0,132.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,5002.0,2004-01-01,8677.0,,,371.0,26.0,128.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,5002.0,2005-01-01,12370.0,,,346.0,38.0,130.0,,2.0,16.44,,,64.91718219916184,94.88286066584463,50.57539097078785,94.32,100.0,0.0,41.08960287367791,97.47225647348952,14.104455591619946,,,,,,,,,,,,,,,,,,,
36,5002.0,2006-01-01,12883.0,,,310.0,38.0,118.0,2.0,6.0,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,5002.0,2007-01-01,13024.0,,,293.0,37.0,104.0,,2.0,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5002.0,2008-01-01,15402.0,,,309.0,31.0,109.0,2.0,5.0,15.89,,,94.32,100.0,0.0,94.07,100.0,0.0,94.32,100.0,0.0,,,,,,,,,,,,,,,,,,,
39,5002.0,2009-01-01,15389.0,2533.0,,271.0,37.0,103.0,2.0,5.0,15.71,,,94.07,100.0,0.0,94.25,100.0,0.0,94.07,100.0,0.0,,,,,,,,,,,,,,,,,,,
40,5002.0,2010-01-01,14935.0,2472.0,,241.0,23.0,126.0,1.0,6.0,15.52,4.0,1.0,94.25,100.0,0.0,94.37,100.0,0.0,94.25,100.0,0.0,,,,,,,,,,,,,,,,,,,
41,5002.0,2011-01-01,14895.0,2591.0,265.0,253.0,20.0,127.0,,4.0,15.294860996964484,3.0,1.0,94.37,100.0,0.0,100.0,100.0,0.0,94.37,100.0,0.0,,,6598.0,0.0,,,0.0,2755.0,3843.0,6598.0,100.0,100.0,100.0,,,,,,
42,5002.0,2012-01-01,14777.0,2512.0,265.0,246.0,29.0,106.0,,4.0,13.765374897268035,4.0,1.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,3037.0,3885.0,6922.0,0.0,0.0,0.0,0.0,3037.0,3885.0,6922.0,97.97593688964844,100.0,96.4498519897461,,,,,,
43,5002.0,2013-01-01,14484.0,2565.0,268.0,229.0,28.0,107.0,1.0,4.0,13.437523006813105,4.0,1.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,3054.0,3946.0,7000.0,0.0,0.0,0.0,0.0,3054.0,3946.0,7000.0,98.84213256835938,100.0,97.96424865722656,,,,,,
44,5002.0,2014-01-01,11096.0,2552.0,391.0,,,,,,,4.0,1.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,3034.0,3983.0,7017.0,0.0,0.0,0.0,0.0,3034.0,3983.0,7017.0,99.1241683959961,100.0,98.46724700927734,1599.0,2691.0,1310.0,1310.0,168.2926788330078,81.92620086669922
45,5002.0,2015-01-01,,2655.0,412.0,,,,,,,4.0,1.0,100.0,100.0,0.0,,,,100.0,100.0,0.0,,,,,,,,,,,,,,1599.0,2697.0,1399.0,1413.0,168.6679229736328,87.49217987060547
46,5004.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,5004.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,5004.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,5004.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,5004.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,5004.0,1998-01-01,2313.0,,,44.0,3.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,5004.0,1999-01-01,2313.0,,,46.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,5004.0,2000-01-01,2271.0,,,50.0,5.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5004.0,2001-01-01,2334.0,,,27.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5004.0,2002-01-01,2352.0,,,49.0,2.0,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,5004.0,2003-01-01,2368.0,,,36.0,5.0,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,5004.0,2004-01-01,2384.0,,,40.0,7.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,5004.0,2005-01-01,2384.0,,,33.0,2.0,10.0,,1.0,18.63,,,58.31873905429072,100.0,36.02150537634409,23.51,100.0,0.0,39.92994746059544,100.0,7.795698924731183,,,,,,,,,,,,,,,,,,,
59,5004.0,2006-01-01,1830.0,,,27.0,1.0,4.0,1.0,,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,5004.0,2007-01-01,1830.0,,,22.0,3.0,10.0,,1.0,18.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,5004.0,2008-01-01,1830.0,,,27.0,2.0,9.0,,1.0,18.01,,,23.51,100.0,0.0,100.0,100.0,100.0,23.51,100.0,0.0,,,,,,,,,,,,,,,,,,,
62,5004.0,2009-01-01,1702.0,217.0,,21.0,1.0,7.0,,1.0,17.8,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,
63,5004.0,2010-01-01,1596.0,188.0,,34.0,6.0,14.0,2.0,,17.59,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,
64,5004.0,2011-01-01,1469.0,235.0,31.0,30.0,3.0,28.0,,1.0,15.831,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,759.0,0.0,,,0.0,326.0,433.0,759.0,99.47575378417969,100.0,99.08467102050781,,,,,,
65,5004.0,2012-01-01,1519.0,216.0,32.0,31.0,3.0,22.0,,2.0,15.492145171065639,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,340.0,431.0,771.0,0.0,0.0,0.0,0.0,340.0,431.0,771.0,90.2810287475586,100.0,83.85214233398438,,,,,,
66,5004.0,2013-01-01,1473.0,179.0,32.0,22.0,,7.0,,,15.492145171065639,1.0,,100.0,100.0,100.0,,,,100.0,100.0,100.0,339.0,516.0,855.0,0.0,0.0,0.0,0.0,339.0,516.0,855.0,96.82899475097656,100.0,94.85294342041016,,,,,,
67,5004.0,2014-01-01,1074.0,205.0,43.0,,,,,,,1.0,,,,,98.46,100.0,97.93,,,,339.0,514.0,853.0,0.0,0.0,0.0,0.0,339.0,514.0,853.0,96.82179260253906,100.0,94.83394622802734,,,,,,
68,5004.0,2015-01-01,,296.0,44.0,,,,,,,1.0,,76.86,100.0,68.81,,,,71.73,100.0,61.91,,,,,,,,,,,,,,,,,,,
69,5021.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,5021.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,5021.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,5021.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,5021.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,5021.0,1998-01-01,2255.0,,,90.0,4.0,28.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,5021.0,1999-01-01,2255.0,,,117.0,6.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,5021.0,2000-01-01,2325.0,,,85.0,6.0,53.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,5021.0,2001-01-01,2363.0,,,85.0,5.0,56.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,5021.0,2002-01-01,2402.0,,,67.0,4.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,5021.0,2003-01-01,2442.0,,,57.0,5.0,28.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5021.0,2004-01-01,2790.0,,,66.0,4.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,5021.0,2005-01-01,2801.0,,,57.0,5.0,26.0,,2.0,20.4,,,59.94208494208494,98.95287958115183,11.663066954643629,35.57,90.36,1.59,55.6949806949807,95.98603839441536,5.831533477321814,,,,,,,,,,,,,,,,,,,
82,5021.0,2006-01-01,2695.0,,,63.0,2.0,21.0,,1.0,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,5021.0,2007-01-01,2806.0,,,67.0,2.0,19.0,,,19.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,5021.0,2008-01-01,3148.0,,,69.0,3.0,19.0,,1.0,19.42,,,69.01,90.48,55.69,35.57,90.36,1.59,35.62,90.48,1.59,,,,,,,,,,,,,,,,,,,
85,5021.0,2009-01-01,3159.0,530.0,,44.0,2.0,14.0,,,19.09,,,69.01,90.48,55.69,35.57,90.36,1.59,35.62,90.48,1.59,,,,,,,,,,,,,,,,,,,
86,5021.0,2010-01-01,2995.0,545.0,,53.0,3.0,14.0,,,18.76,1.0,1.0,69.01,90.48,55.69,35.57,90.36,1.59,35.62,90.48,1.59,,,,,,,,,,,,,,,,,,,
87,5021.0,2011-01-01,2802.0,655.0,37.0,53.0,5.0,26.0,,,18.76,1.0,1.0,69.01,90.48,55.69,31.67,90.36,1.32,35.62,90.48,1.59,,,1627.0,0.0,,,0.0,808.0,819.0,1627.0,100.0,100.0,100.0,,,,,,
88,5021.0,2012-01-01,2855.0,746.0,38.0,56.0,3.0,24.0,,,18.76,1.0,1.0,61.44,90.48,46.43,29.83,90.36,1.21,31.71,90.48,1.32,997.0,825.0,1822.0,0.0,0.0,0.0,0.0,997.0,825.0,1822.0,98.69989013671875,100.0,97.17314147949219,,,,,,
89,5021.0,2013-01-01,2975.0,624.0,37.0,53.0,1.0,21.0,,,16.884,1.0,1.0,57.87,90.48,42.45,,,,29.87,90.48,1.21,1003.0,828.0,1831.0,0.0,0.0,0.0,0.0,1003.0,828.0,1831.0,98.44085693359375,100.0,96.61610412597656,,,,,,
90,5021.0,2014-01-01,2459.0,663.0,34.0,,,,,,,1.0,1.0,,,,,,,,,,1036.0,801.0,1837.0,0.0,0.0,0.0,0.0,1036.0,801.0,1837.0,98.81656646728516,100.0,97.32685089111328,,,,,,
91,5021.0,2015-01-01,,747.0,41.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,5030.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,5030.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,5030.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,5030.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,5030.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,5030.0,1998-01-01,5490.0,,,482.0,42.0,163.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,5030.0,1999-01-01,5490.0,,,522.0,52.0,137.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,5030.0,2000-01-01,5490.0,,,557.0,36.0,143.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,5030.0,2001-01-01,5722.0,,,521.0,42.0,167.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5030.0,2002-01-01,6019.0,,,426.0,34.0,131.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5030.0,2003-01-01,6238.0,,,410.0,40.0,136.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5030.0,2004-01-01,6856.0,,,434.0,41.0,142.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5030.0,2005-01-01,7940.0,,,397.0,37.0,136.0,3.0,2.0,14.65,,,93.99912395970215,98.62542955326461,89.18677390527256,44.2,66.8,30.09,92.01343261790042,98.94043528064147,84.80786416443253,,,,,,,,,,,,,,,,,,,
105,5030.0,2006-01-01,8490.0,,,412.0,32.0,157.0,2.0,4.0,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5030.0,2007-01-01,8870.0,,,373.0,40.0,148.0,1.0,8.0,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5030.0,2008-01-01,13120.0,,,361.0,35.0,159.0,,1.0,14.16,,,58.64,68.65,52.39,44.09,65.47,28.66,28.05,67.83,3.22,,,,,,,,,,,,,,,,,,,
108,5030.0,2009-01-01,13396.0,12206.0,,354.0,30.0,162.0,1.0,2.0,14.0,,,60.8,68.46,55.27,44.21,70.29,28.78,29.16,62.42,5.15,,,,,,,,,,,,,,,,,,,
109,5030.0,2010-01-01,12081.0,12156.0,,308.0,33.0,244.0,1.0,1.0,13.84,1.0,1.0,58.75,72.47,50.64,46.32,71.95,29.22,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,
110,5030.0,2011-01-01,10711.0,13324.0,367.0,275.0,34.0,175.0,2.0,3.0,13.84,1.0,1.0,59.32,72.41,50.59,81.7,99.97,67.43,100.0,100.0,100.0,,,8260.0,0.0,,,0.0,3715.0,4545.0,8260.0,100.0,100.0,100.0,,,,,,
111,5030.0,2012-01-01,10732.0,12939.0,374.0,284.0,34.0,162.0,,5.0,13.84,1.0,1.0,66.3,99.97,39.99,100.0,100.0,100.0,39.19,89.35,0.0,4144.0,4620.0,8764.0,0.0,0.0,0.0,0.0,4144.0,4620.0,8764.0,99.45529174804688,100.0,98.97172546386719,,,,,,
112,5030.0,2013-01-01,10863.0,12381.0,366.0,259.0,25.0,169.0,1.0,3.0,12.456,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4327.0,4749.0,9076.0,0.0,0.0,0.0,0.0,4327.0,4749.0,9076.0,99.26719665527344,100.0,98.60880279541016,3906.0,3186.0,2879.0,2881.0,81.56681823730469,73.70711517333984
113,5030.0,2014-01-01,8910.0,12206.0,391.0,,,,,,,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4361.0,4868.0,9229.0,0.0,0.0,0.0,0.0,4361.0,4868.0,9229.0,99.5577163696289,100.0,99.16480255126953,3906.0,4231.0,3418.0,3438.0,108.3205337524414,87.50640106201172
114,5030.0,2015-01-01,,12542.0,412.0,,,,,,,1.0,1.0,100.0,100.0,100.0,,,,100.0,100.0,100.0,,,,,,,,,,,,,,3906.0,4420.0,3636.0,3660.0,113.15924072265625,93.08755493164062
115,5031.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5031.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5031.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5031.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5031.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5031.0,1998-01-01,6513.0,,,383.0,32.0,152.0,4.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,5031.0,1999-01-01,6513.0,,,427.0,38.0,136.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,5031.0,2000-01-01,6513.0,,,427.0,36.0,124.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,5031.0,2001-01-01,6663.0,,,441.0,32.0,131.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,5031.0,2002-01-01,6821.0,,,420.0,33.0,99.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,5031.0,2003-01-01,6959.0,,,411.0,30.0,139.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,5031.0,2004-01-01,7728.0,,,443.0,28.0,125.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,5031.0,2005-01-01,14111.0,,,413.0,31.0,115.0,3.0,6.0,17.26,,,59.77296181630547,96.22302158273382,10.702179176755449,50.38,51.92,0.0,56.57378740970073,95.50359712230215,4.164648910411622,,,,,,,,,,,,,,,,,,,
128,5031.0,2006-01-01,14484.0,,,426.0,31.0,105.0,,3.0,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,5031.0,2007-01-01,14679.0,,,427.0,40.0,121.0,,7.0,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,5031.0,2008-01-01,14915.0,,,411.0,38.0,120.0,1.0,7.0,16.69,,,50.49,52.03,0.0,50.85,98.57,0.03,50.49,52.03,0.0,,,,,,,,,,,,,,,,,,,
131,5031.0,2009-01-01,15232.0,5756.0,,404.0,26.0,111.0,2.0,5.0,16.49,,,50.95,98.75,0.03,51.65,51.66,0.0,50.95,98.75,0.03,,,,,,,,,,,,,,,,,,,
132,5031.0,2010-01-01,14543.0,4959.0,,392.0,27.0,137.0,1.0,9.0,16.3,1.0,1.0,51.84,51.84,0.0,51.1,51.11,0.0,51.84,51.84,0.0,,,,,,,,,,,,,,,,,,,
133,5031.0,2011-01-01,15146.0,4996.0,227.0,401.0,29.0,102.0,2.0,3.0,15.136622900024632,1.0,1.0,51.29,51.29,0.0,53.67,53.67,0.0,51.29,51.29,0.0,,,5653.0,0.0,,,0.0,3570.0,2083.0,5653.0,100.0,100.0,100.0,,,,,,
134,5031.0,2012-01-01,16305.0,4554.0,233.0,355.0,29.0,107.0,1.0,5.0,15.136622900024632,1.0,1.0,54.83,54.83,0.0,54.86,98.91,1.23,54.83,54.83,0.0,4077.0,2222.0,6299.0,0.0,0.0,0.0,0.0,4077.0,2222.0,6299.0,86.95471954345703,100.0,70.1610336303711,,,,,,
135,5031.0,2013-01-01,17082.0,4412.0,233.0,337.0,25.0,104.0,5.0,2.0,14.01532624867141,1.0,1.0,55.46,100.0,1.23,43.22,94.55,0.0,57.64,90.68,17.42,4180.0,2215.0,6395.0,0.0,0.0,0.0,0.0,4180.0,2215.0,6395.0,86.97130584716797,100.0,69.80775451660156,,,,,,
136,5031.0,2014-01-01,14810.0,4391.0,380.0,,,,,,,1.0,1.0,43.22,94.55,0.0,,,,49.51,94.24,11.86,4256.0,2733.0,6989.0,0.0,0.0,0.0,0.0,4256.0,2733.0,6989.0,94.79180908203125,100.0,87.68046569824219,3041.0,3677.0,1475.0,1475.0,120.91416931152344,48.503780364990234
137,5031.0,2015-01-01,,4248.0,409.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,3041.0,3954.0,2240.0,2240.0,130.0230255126953,73.65998077392578
138,5034.0,1993-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,5034.0,1994-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,5034.0,1995-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,5034.0,1996-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,5034.0,1997-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,5034.0,1998-01-01,9869.0,,,959.0,76.0,264.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,5034.0,1999-01-01,9819.0,,,968.0,77.0,225.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,5034.0,2000-01-01,9971.0,,,972.0,86.0,268.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,5034.0,2001-01-01,10579.0,,,928.0,88.0,234.0,3.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,5034.0,2002-01-01,11380.0,,,872.0,71.0,234.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,5034.0,2003-01-01,11659.0,,,845.0,69.0,256.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,5034.0,2004-01-01,12451.0,,,795.0,57.0,209.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,5034.0,2005-01-01,21926.0,,,724.0,58.0,233.0,,6.0,14.45,,,70.304044081472,96.84711481261155,44.16015625,49.11,100.0,17.01,61.98957000885565,91.03708110251834,33.37890625,,,,,,,,,,,,,,,,,,,
151,5034.0,2006-01-01,22744.0,,,595.0,60.0,226.0,4.0,7.0,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
