"municipality_code","year","subsidiado","contributivo","especial","nacimientos","naci_bajopeso","defunciones","defun_ninez","defun_menores","TMI","sedes","prestadores","tacued","turbacued","truracued","taseo","turbaseo","truraseo","talcan","turbalcan","truralcan","uee_cm_sin","uee_resto_sin","ueetot_sin","uee_subn_sin","uee_cm_zni","uee_resto_zni","ueetot_zni","uee_cm","uee_resto","tot_uee","icee_tot","icee_cm","icee_resto","catastro","g_ures_ani","g_ures_con","g_u_tot","cob_gres_pot","cob_gres_efec"
5001,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,1998,216459,NA,NA,37877,3266,12139,113,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,1999,223459,NA,NA,38306,3373,12871,119,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2000,224868,NA,NA,36610,3300,12367,88,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2001,231613,NA,NA,35488,3358,12604,97,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2002,240640,NA,NA,33547,3303,12927,90,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2003,248661,NA,NA,34058,3302,12071,90,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2004,467519,NA,NA,33615,3471,11512,69,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2005,1090119,NA,NA,33515,3488,11238,66,412,14,NA,NA,97.4076173518713,97.7171951738922,78.5090085230338,87.56,89.22,13.02,96.800774810992,97.3405862798429,63.8472327111878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2006,1072494,NA,NA,33655,3483,11822,82,374,13.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594553,353077,160230,162456,59.3852844238281,26.9496574401855
5001,2007,872727,NA,NA,33781,3428,11776,66,394,13.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594553,443241,211132,213973,74.55029296875,35.5110473632812
5001,2008,872727,NA,NA,33228,3578,12329,90,381,13.81,NA,NA,84.3,86,7.59,87.27,89.37,26.21,80.64,82.3,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778,1758,1793,1845,98.8751373291016,100.843643188477
5001,2009,693129,1535192,NA,31893,3560,13017,69,333,13.75,NA,NA,87.42,89.83,17.12,88.4,90.46,29.32,83.47,85.75,17.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594553,531670,7552,11933,89.4234848022461,1.27019798755646
5001,2010,707128,1568377,NA,28587,3133,13096,71,275,13.69,87,11,91.93,92.95,62.83,87.5,89.24,23.86,86.27,88.54,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594553,547878,343769,348618,92.1495666503906,57.8197402954102
5001,2011,581390,1656522,25377,27675,2878,12472,50,260,13.5430171039299,87,11,91.75,92.62,59.73,87.05,88.95,24.72,86.68,88.6,16.63,NA,NA,714383,0,NA,NA,0,677380,37003,714383,100,100,100,594553,607380,396324,402396,102.157417297363,66.6591567993164
5001,2012,598362,1669103,27307,27816,2899,12196,45,261,12.5819290953943,91,13,92.66,93.07,79.16,88.49,90.01,35.34,86.89,88.85,22.58,709539,38496,748035,0,0,0,0,709539,38496,748035,100,100,100,669933,645522,448959,456555,96.356201171875,67.015510559082
5001,2013,601623,1680805,26689,27565,2805,12108,42,256,11.658769769051,91,13,96.69,97.07,83.23,87.68,89.47,24.33,90.27,91.99,30.09,722320,39898,762218,0,0,0,0,722320,39898,762218,100,100,100,669933,670009,490371,498930,100.011344909668,73.197021484375
5001,2014,539029,1725425,37332,NA,NA,NA,NA,NA,NA,97,13,94.89,95.45,75,89.55,91.57,23.03,91.09,92.88,27.76,765104,15140,780244,0,0,0,0,765104,15140,780244,100,100,100,669933,691858,521703,531225,103.27271270752,77.873908996582
5001,2015,NA,1802793,41855,NA,NA,NA,NA,NA,NA,98,13,95.81,96.52,72.28,NA,NA,NA,90.22,92.52,14.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669933,714450,547951,557858,106.644996643066,81.7919082641602
5002,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,1998,7220,NA,NA,456,51,142,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,1999,7220,NA,NA,464,41,149,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2000,7220,NA,NA,487,39,163,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2001,7466,NA,NA,432,45,181,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2002,7725,NA,NA,380,41,112,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2003,7961,NA,NA,427,41,132,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2004,8677,NA,NA,371,26,128,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2005,12370,NA,NA,346,38,130,NA,2,16.44,NA,NA,64.9171821991618,94.8828606658446,50.5753909707879,94.32,100,0,41.0896028736779,97.4722564734895,14.1044555916199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2006,12883,NA,NA,310,38,118,2,6,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2007,13024,NA,NA,293,37,104,NA,2,16.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2008,15402,NA,NA,309,31,109,2,5,15.89,NA,NA,94.32,100,0,94.07,100,0,94.32,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2009,15389,2533,NA,271,37,103,2,5,15.71,NA,NA,94.07,100,0,94.25,100,0,94.07,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2010,14935,2472,NA,241,23,126,1,6,15.52,4,1,94.25,100,0,94.37,100,0,94.25,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2011,14895,2591,265,253,20,127,NA,4,15.2948609969645,3,1,94.37,100,0,100,100,0,94.37,100,0,NA,NA,6598,0,NA,NA,0,2755,3843,6598,100,100,100,NA,NA,NA,NA,NA,NA
5002,2012,14777,2512,265,246,29,106,NA,4,13.765374897268,4,1,100,100,0,100,100,0,100,100,0,3037,3885,6922,0,0,0,0,3037,3885,6922,97.9759368896484,100,96.4498519897461,NA,NA,NA,NA,NA,NA
5002,2013,14484,2565,268,229,28,107,1,4,13.4375230068131,4,1,100,100,0,100,100,0,100,100,0,3054,3946,7000,0,0,0,0,3054,3946,7000,98.8421325683594,100,97.9642486572266,NA,NA,NA,NA,NA,NA
5002,2014,11096,2552,391,NA,NA,NA,NA,NA,NA,4,1,100,100,0,100,100,0,100,100,0,3034,3983,7017,0,0,0,0,3034,3983,7017,99.1241683959961,100,98.4672470092773,1599,2691,1310,1310,168.292678833008,81.9262008666992
5002,2015,NA,2655,412,NA,NA,NA,NA,NA,NA,4,1,100,100,0,NA,NA,NA,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599,2697,1399,1413,168.667922973633,87.4921798706055
5004,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,1998,2313,NA,NA,44,3,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,1999,2313,NA,NA,46,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2000,2271,NA,NA,50,5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2001,2334,NA,NA,27,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2002,2352,NA,NA,49,2,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2003,2368,NA,NA,36,5,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2004,2384,NA,NA,40,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2005,2384,NA,NA,33,2,10,NA,1,18.63,NA,NA,58.3187390542907,100,36.0215053763441,23.51,100,0,39.9299474605954,100,7.79569892473118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2006,1830,NA,NA,27,1,4,1,NA,18.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2007,1830,NA,NA,22,3,10,NA,1,18.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2008,1830,NA,NA,27,2,9,NA,1,18.01,NA,NA,23.51,100,0,100,100,100,23.51,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2009,1702,217,NA,21,1,7,NA,1,17.8,NA,NA,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2010,1596,188,NA,34,6,14,2,NA,17.59,1,1,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2011,1469,235,31,30,3,28,NA,1,15.831,1,1,100,100,100,100,100,100,100,100,100,NA,NA,759,0,NA,NA,0,326,433,759,99.4757537841797,100,99.0846710205078,NA,NA,NA,NA,NA,NA
5004,2012,1519,216,32,31,3,22,NA,2,15.4921451710656,1,1,100,100,100,100,100,100,100,100,100,340,431,771,0,0,0,0,340,431,771,90.2810287475586,100,83.8521423339844,NA,NA,NA,NA,NA,NA
5004,2013,1473,179,32,22,NA,7,NA,NA,15.4921451710656,1,NA,100,100,100,NA,NA,NA,100,100,100,339,516,855,0,0,0,0,339,516,855,96.8289947509766,100,94.8529434204102,NA,NA,NA,NA,NA,NA
5004,2014,1074,205,43,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,98.46,100,97.93,NA,NA,NA,339,514,853,0,0,0,0,339,514,853,96.8217926025391,100,94.8339462280273,NA,NA,NA,NA,NA,NA
5004,2015,NA,296,44,NA,NA,NA,NA,NA,NA,1,NA,76.86,100,68.81,NA,NA,NA,71.73,100,61.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,1998,2255,NA,NA,90,4,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,1999,2255,NA,NA,117,6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2000,2325,NA,NA,85,6,53,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2001,2363,NA,NA,85,5,56,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2002,2402,NA,NA,67,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2003,2442,NA,NA,57,5,28,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2004,2790,NA,NA,66,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2005,2801,NA,NA,57,5,26,NA,2,20.4,NA,NA,59.9420849420849,98.9528795811518,11.6630669546436,35.57,90.36,1.59,55.6949806949807,95.9860383944154,5.83153347732181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2006,2695,NA,NA,63,2,21,NA,1,20.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2007,2806,NA,NA,67,2,19,NA,NA,19.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2008,3148,NA,NA,69,3,19,NA,1,19.42,NA,NA,69.01,90.48,55.69,35.57,90.36,1.59,35.62,90.48,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2009,3159,530,NA,44,2,14,NA,NA,19.09,NA,NA,69.01,90.48,55.69,35.57,90.36,1.59,35.62,90.48,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2010,2995,545,NA,53,3,14,NA,NA,18.76,1,1,69.01,90.48,55.69,35.57,90.36,1.59,35.62,90.48,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2011,2802,655,37,53,5,26,NA,NA,18.76,1,1,69.01,90.48,55.69,31.67,90.36,1.32,35.62,90.48,1.59,NA,NA,1627,0,NA,NA,0,808,819,1627,100,100,100,NA,NA,NA,NA,NA,NA
5021,2012,2855,746,38,56,3,24,NA,NA,18.76,1,1,61.44,90.48,46.43,29.83,90.36,1.21,31.71,90.48,1.32,997,825,1822,0,0,0,0,997,825,1822,98.6998901367188,100,97.1731414794922,NA,NA,NA,NA,NA,NA
5021,2013,2975,624,37,53,1,21,NA,NA,16.884,1,1,57.87,90.48,42.45,NA,NA,NA,29.87,90.48,1.21,1003,828,1831,0,0,0,0,1003,828,1831,98.4408569335938,100,96.6161041259766,NA,NA,NA,NA,NA,NA
5021,2014,2459,663,34,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,801,1837,0,0,0,0,1036,801,1837,98.8165664672852,100,97.3268508911133,NA,NA,NA,NA,NA,NA
5021,2015,NA,747,41,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,1998,5490,NA,NA,482,42,163,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,1999,5490,NA,NA,522,52,137,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2000,5490,NA,NA,557,36,143,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2001,5722,NA,NA,521,42,167,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2002,6019,NA,NA,426,34,131,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2003,6238,NA,NA,410,40,136,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2004,6856,NA,NA,434,41,142,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2005,7940,NA,NA,397,37,136,3,2,14.65,NA,NA,93.9991239597021,98.6254295532646,89.1867739052726,44.2,66.8,30.09,92.0134326179004,98.9404352806415,84.8078641644325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2006,8490,NA,NA,412,32,157,2,4,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2007,8870,NA,NA,373,40,148,1,8,14.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2008,13120,NA,NA,361,35,159,NA,1,14.16,NA,NA,58.64,68.65,52.39,44.09,65.47,28.66,28.05,67.83,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2009,13396,12206,NA,354,30,162,1,2,14,NA,NA,60.8,68.46,55.27,44.21,70.29,28.78,29.16,62.42,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2010,12081,12156,NA,308,33,244,1,1,13.84,1,1,58.75,72.47,50.64,46.32,71.95,29.22,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2011,10711,13324,367,275,34,175,2,3,13.84,1,1,59.32,72.41,50.59,81.7,99.97,67.43,100,100,100,NA,NA,8260,0,NA,NA,0,3715,4545,8260,100,100,100,NA,NA,NA,NA,NA,NA
