"municipality_code","year","subsidiado","contributivo","especial","nacimientos","naci_bajopeso","defunciones","defun_ninez","defun_menores","TMI","sedes","prestadores","tacued","turbacued","truracued","taseo","turbaseo","truraseo","talcan","turbalcan","truralcan","uee_cm_sin","uee_resto_sin","ueetot_sin","uee_subn_sin","uee_cm_zni","uee_resto_zni","ueetot_zni","uee_cm","uee_resto","tot_uee","icee_tot","icee_cm","icee_resto","catastro","g_ures_ani","g_ures_con","g_u_tot","cob_gres_pot","cob_gres_efec"
50245,2008,2257,NA,NA,39,1,5,NA,1,30.1,NA,NA,0,0,0,38.68,45.41,30.64,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50245,2009,2099,131,NA,25,2,6,NA,NA,30.1,NA,NA,38.16,45.41,29.48,NA,NA,NA,38.68,45.41,30.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50245,2010,1720,126,NA,20,2,8,NA,NA,30.1,2,NA,NA,NA,NA,18.77,100,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50245,2011,1557,148,31,18,1,4,NA,NA,27.794453987564,2,NA,18.77,100,4.55,15.09,49.82,9.02,18.77,100,4.55,NA,NA,432,0,NA,NA,190,218.182705099778,403.817294900222,622,100,100,100,NA,NA,NA,NA,NA,NA
50245,2012,1609,133,45,20,1,12,NA,NA,25.0150085888076,1,NA,15.09,49.82,9.02,100,100,0,15.09,49.82,9.02,139,278,417,0,0,45,45,139,323,462,100,100,100,NA,NA,NA,NA,NA,NA
50245,2013,1451,131,45,14,2,7,NA,1,25.0150085888076,1,NA,100,100,0,14.81,99.64,0,100,100,0,139,295,434,0,0,45,45,139,340,479,100,100,100,NA,NA,NA,NA,NA,NA
50245,2014,1075,123,74,NA,NA,NA,NA,NA,NA,1,NA,14.81,99.64,0,18.71,100,4.53,14.81,99.64,0,146,371,517,0,0,45,45,146,416,562,79.9430999755859,51.2280693054199,99.5215301513672,NA,NA,NA,NA,NA,NA
50245,2015,NA,110,78,NA,NA,NA,NA,NA,NA,1,NA,18.71,100,4.53,NA,NA,NA,18.71,100,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,1998,2096,NA,NA,74,7,33,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,1999,3121,NA,NA,104,3,58,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2000,3121,NA,NA,97,4,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2001,3786,NA,NA,94,2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2002,3977,NA,NA,98,3,54,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2003,4075,NA,NA,102,6,76,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2004,4162,NA,NA,86,4,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2005,4516,NA,NA,111,3,30,NA,1,26.68,NA,NA,63.7102234258632,98.6577181208054,48.5436893203884,3.92,1.04,5.06,40.62288422478,87.248322147651,20.3883495145631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2006,5368,NA,NA,106,3,27,NA,1,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2007,5905,NA,NA,120,4,28,NA,1,25.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2008,7036,NA,NA,122,4,29,1,1,25.55,NA,NA,15.93,41.05,6.09,40.04,100,0,10.87,38.04,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2009,6811,119,NA,95,1,42,1,1,25.17,NA,NA,40.04,100,0,40.04,100,0,40.04,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50251,2010,6078,165,NA,101,9,27,NA,NA,24.8,2,NA,40.04,100,0,40.04,100,0,40.04,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,361,302,599,100,83.6565093994141
50251,2011,6461,323,4,104,9,38,NA,NA,24.5403284839492,2,NA,40.04,100,0,42.02,100,0,40.04,100,0,NA,NA,1222,73,NA,NA,0,388.57869948344,906.42130051656,1295,73.6632537841797,100,66.1901016235352,380,377,369,369,99.2105255126953,97.1052627563477
50251,2012,6850,249,6,113,10,31,1,3,22.0862956355543,2,NA,42.02,100,0,32.66,68.37,13.62,42.02,100,0,745.5,620.5,1366,0,0,0,0,745.5,620.5,1366,93.5296096801758,100,86.7832183837891,620,610,569,569,98.3871002197266,91.7741928100586
50251,2013,6684,195,6,113,5,40,NA,5,22.0862956355543,2,NA,48.52,75.18,34.31,33.82,100,18.26,23.98,68.86,0.06,757,636,1393,0,0,0,0,757,636,1393,89.9289855957031,100,80.3030319213867,1020,810,686,806,79.4117660522461,67.2549057006836
50251,2014,4183,197,19,NA,NA,NA,NA,NA,NA,1,NA,37.18,94.16,23.79,33.94,100,18.26,27.98,91.92,12.95,935,746,1681,0,0,0,0,935,746,1681,97.3364181518555,100,94.1919174194336,960,826,634,642,86.0416641235352,66.0416641235352
50251,2015,NA,299,28,NA,NA,NA,NA,NA,NA,1,NA,41.87,94.26,29.43,NA,NA,NA,28.02,91.32,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970,842,661,671,86.8041229248047,68.1443328857422
50270,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,1998,1872,NA,NA,39,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,1999,1872,NA,NA,58,3,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2000,1872,NA,NA,77,4,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2001,2157,NA,NA,75,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2002,2221,NA,NA,73,1,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2003,2226,NA,NA,66,3,15,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2004,2235,NA,NA,75,1,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2005,2367,NA,NA,65,1,16,1,1,24.69,NA,NA,79.9472295514512,97.6588628762542,68.4095860566449,21.92,56.61,5.49,54.353562005277,98.3277591973244,25.7080610021786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2006,3279,NA,NA,71,2,18,NA,NA,24.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2007,3538,NA,NA,66,NA,16,NA,1,23.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2008,3538,NA,NA,50,2,15,2,1,23.04,NA,NA,18.42,56.61,0.33,42.65,100,15.4,18.12,55.92,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2009,3423,300,NA,56,1,11,NA,NA,22.49,NA,NA,32.21,100,0,42.65,100,15.4,32.21,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50270,2010,2792,310,NA,33,1,18,NA,NA,21.95,1,1,32.21,100,0,28.35,64.33,10.8,32.21,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,310,189,378,100,60.9677429199219
50270,2011,3200,372,8,43,2,16,NA,NA,21.2325466373225,1,1,87.38,64.33,98.62,28.36,64.44,10.8,38.5,64.33,25.91,NA,NA,737,0,NA,NA,0,308.516691285081,428.483308714919,737,90.7635498046875,100,85.1037750244141,310,310,281,281,100,90.6451644897461
50270,2012,3219,416,9,59,2,15,NA,NA,21.2325466373225,1,1,87.43,64.44,98.62,28.98,100,16.39,38.52,64.44,25.91,564,302,866,0,0,0,0,564,302,866,91.9320602416992,100,79.8941802978516,510,510,504,504,100,98.8235321044922
50270,2013,3211,416,9,46,5,10,NA,NA,19.1092919735902,1,1,15.06,100,0,29.17,100,16.97,15.06,100,0,565,320,885,0,0,0,0,565,320,885,93.8494186401367,100,84.6560821533203,930,810,649,748,87.0967712402344,69.7849426269531
50270,2014,2195,412,14,NA,NA,NA,NA,NA,NA,1,1,14.69,100,0,32.14,100,25.88,14.69,100,0,653,436,1089,0,0,0,0,653,436,1089,95.1091690063477,100,88.6178894042969,965,842,534,540,87.2538833618164,55.3367881774902
50270,2015,NA,420,17,NA,NA,NA,NA,NA,NA,1,1,8.44,100,0,NA,NA,NA,8.44,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019,872,553,558,85.574089050293,54.2688903808594
50287,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,1998,3167,NA,NA,150,7,39,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,1999,3167,NA,NA,189,7,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2000,3167,NA,NA,196,5,43,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2001,3167,NA,NA,234,9,58,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2002,3259,NA,NA,219,11,42,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2003,3311,NA,NA,200,7,40,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2004,3364,NA,NA,226,7,38,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2005,3668,NA,NA,228,8,57,1,5,30.06,NA,NA,44.0844009042954,79.5918367346939,8.79038317054846,22.42,26.44,17.89,61.3790504898267,98.3371126228269,24.6431254695717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2006,5450,NA,NA,223,5,60,1,5,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2007,5627,NA,NA,239,14,53,3,2,28.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2008,7669,NA,NA,208,6,54,2,NA,28.06,NA,NA,9.32,17.58,0,51.78,97.26,0.91,13.96,26.34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2009,8138,970,NA,195,4,48,NA,2,27.39,NA,NA,48.61,91.4,0.76,50.55,94.08,0.9,51.62,97.09,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2010,7665,844,NA,187,9,54,3,1,26.72,1,1,47.43,88.36,0.75,50.55,94.08,0.9,50.2,93.55,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50287,2011,8557,821,48,206,12,47,NA,1,26.72,1,1,47.43,88.36,0.75,32.65,56.14,7.29,50.2,93.55,0.75,NA,NA,2823,0,NA,NA,0,1533.60522918012,1289.39477081988,2823,95.4038543701172,100,90.4587860107422,NA,NA,NA,NA,NA,NA
50287,2012,8935,827,70,167,7,45,NA,2,24.3524609507272,1,1,17.18,33.05,0.04,32.52,55.4,7.38,29.19,56.14,0.07,1878.5,1325.5,3204,0,0,0,0,1878.5,1325.5,3204,94.0002899169922,100,86.6339874267578,NA,NA,NA,NA,NA,NA
50287,2013,9872,653,70,206,8,43,NA,2,22.1676567579591,1,1,21.3,40.62,0.07,37.5,69.4,7.89,29.04,55.4,0.07,1925,1447,3372,0,0,0,0,1925,1447,3372,96.2054214477539,100,91.582275390625,11162,800,682,745,7.16717433929443,6.11001634597778
50287,2014,8506,510,78,NA,NA,NA,NA,NA,NA,1,1,24.68,51.18,0.08,NA,NA,NA,33.65,69.82,0.08,2281,1503,3799,15,0,0,0,2296,1503,3799,96.6175003051758,100,91.8704147338867,1450,1157,852,862,79.7931060791016,58.7586212158203
50287,2015,NA,596,81,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1692,1295,967,977,76.5366439819336,57.1512985229492
50313,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,1998,7072,NA,NA,949,56,328,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,1999,7293,NA,NA,990,68,275,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2000,7293,NA,NA,1157,48,305,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2001,8384,NA,NA,1124,52,310,8,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2002,8623,NA,NA,1106,53,232,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2003,8781,NA,NA,1293,50,297,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2004,12966,NA,NA,1321,77,304,11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2005,14962,NA,NA,1276,72,338,9,21,32.13,NA,NA,26.2323042810848,23.9817597678516,36.6875300914781,93.83,100,0,76.2493603957019,87.1696548865167,25.5175734232065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2006,17881,NA,NA,1308,91,299,3,15,31.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2007,17760,NA,NA,1265,64,299,4,12,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2008,30175,NA,NA,1271,67,334,3,27,29.99,NA,NA,93.83,100,0,93.83,100,0,93.83,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2009,32096,16866,NA,1225,75,319,1,15,29.27,NA,NA,93.83,100,0,87.42,100,0,93.83,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2010,27366,16066,NA,1224,75,306,8,11,28.56,4,2,87.42,100,0,77.43,100,0,87.42,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50313,2011,28133,17917,1065,1214,80,353,4,19,28.56,4,2,77.43,100,0,83.06,100,0,77.43,100,0,NA,NA,12975,1,NA,NA,0,10796.3074344965,2179.69256550352,12976,98.1320419311523,100,89.8215408325195,NA,NA,NA,NA,NA,NA
50313,2012,34662,18662,1392,1227,81,309,4,11,28.56,2,2,83.06,100,0,88.79,100,0,83.06,100,0,12502,2199.5,14701.5,866,0,0,0,13368,2199.5,15567.5,98.2300567626953,100,88.6895141601562,12559,9700,7193,7249,77.2354507446289,57.2736663818359
50313,2013,38596,21145,1393,1247,87,366,2,15,27.3227888662808,2,2,88.79,100,0,82.76,100,0,88.79,100,0,13949,2205,16154,610,0,0,0,14559,2205,16764,98.3860549926758,100,88.9112930297852,12559,9700,8270,8540,77.2354507446289,65.8491897583008
50313,2014,32159,22949,2139,NA,NA,NA,NA,NA,NA,2,2,82.76,100,0,NA,NA,NA,82.76,100,0,17726,2452,20713,535,0,0,0,18261,2452,20713,99.3619842529297,100,94.8549346923828,13004,10088,9101,9271,77.5761337280273,69.9861602783203
50313,2015,NA,22697,2174,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14209,11464,10153,10346,80.6812591552734,71.4547119140625
50318,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50318,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50318,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50318,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50318,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50318,1998,2026,NA,NA,164,6,40,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50318,1999,2026,NA,NA,197,7,42,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50318,2000,2026,NA,NA,214,10,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50318,2001,2470,NA,NA,183,4,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50318,2002,2669,NA,NA,154,7,54,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
